"module","modSize","bkgrModSize","rank","enrichmentP","BonferoniP","nModGenesInTerm","fracOfBkgrModSize","fracOfBkgrTermSize","bkgrTermSize","termID","termOntology","termName","termDefinition"
"lightyellow",253,241,1,4.94051629228221e-08,0.000921109857533095,47,0.195020746887967,0.035660091047041,1318,"GO:0006955","BP","immune response","Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."
"lightyellow",253,241,2,3.69081908452739e-07,0.00688116310119286,42,0.174273858921162,0.0353535353535354,1188,"GO:0002682","BP","regulation of immune system process","Any process that modulates the frequency, rate, or extent of an immune system process."
"lightyellow",253,241,3,4.68705190183569e-07,0.00873853956578246,61,0.253112033195021,0.0292285577383804,2087,"GO:0002376","BP","immune system process","Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."
"lightyellow",253,241,4,7.3216376809091e-07,0.0136504612922869,15,0.0622406639004149,0.0731707317073171,205,"GO:0002274","BP","myeloid leukocyte activation","A change in the morphology or behavior of a myeloid leukocyte resulting from exposure to an activating factor such as a cellular or soluble ligand."
"lightyellow",253,241,5,8.02299874856513e-07,0.0149580788668248,30,0.12448132780083,0.0416666666666667,720,"GO:0050776","BP","regulation of immune response","Any process that modulates the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."
"lightyellow",253,241,6,8.97081406997018e-07,0.0167251857520524,44,0.182572614107884,0.0333839150227618,1318,"GO:0006952","BP","defense response","Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."
"lightyellow",253,241,7,3.58529125056e-06,0.0668441700754406,31,0.128630705394191,0.0379901960784314,816,"GO:0098542","BP","defense response to other organism","Reactions triggered in response to the presence of another organism that act to protect the cell or organism from damage caused by that organism."
"lightyellow",253,241,8,4.06249408142019e-06,0.0757411396539981,33,0.136929460580913,0.0364640883977901,905,"GO:0001775","BP","cell activation","A change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand."
"lightyellow",253,241,9,5.78783922932453e-06,0.107908474591527,26,0.107883817427386,0.0411392405063291,632,"GO:0001817","BP","regulation of cytokine production","Any process that modulates the frequency, rate, or extent of production of a cytokine."
"lightyellow",253,241,10,7.60166678414866e-06,0.141725475523668,40,0.16597510373444,0.0321543408360129,1244,"GO:0044419","BP","biological process involved in interspecies interaction between organisms","Any process evolved to enable an interaction with an organism of a different species."
"magenta",98,94,1,0.000534176314748822,1,2,0.0212765957446809,0.333333333333333,6,"GO:0006682","BP","galactosylceramide biosynthetic process","The chemical reactions and pathways resulting in the formation of galactosylceramides, any compound formed by the replacement of the glycosidic hydroxyl group of a cyclic form of galactose by a ceramide group."
"magenta",98,94,2,0.000744901091362909,1,2,0.0212765957446809,0.285714285714286,7,"GO:0006681","BP","galactosylceramide metabolic process","The chemical reactions and pathways involving galactosylceramides, any compound formed by the replacement of the glycosidic hydroxyl group of a cyclic form of galactose by a ceramide group."
"magenta",98,94,3,0.000772316974292929,1,3,0.0319148936170213,0.1,30,"GO:0045505","MF","dynein intermediate chain binding","Binding to an intermediate chain of the dynein complex."
"magenta",98,94,4,0.000893878778764905,1,4,0.0425531914893617,0.0563380281690141,71,"GO:0071479","BP","cellular response to ionizing radiation","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ionizing radiation stimulus. Ionizing radiation is radiation with sufficient energy to remove electrons from atoms and may arise from spontaneous decay of unstable isotopes, resulting in alpha and beta particles and gamma rays. Ionizing radiation also includes X-rays."
"magenta",98,94,5,0.00126693994705321,1,2,0.0212765957446809,0.222222222222222,9,"GO:0034115","BP","negative regulation of heterotypic cell-cell adhesion","Any process that stops, prevents, or reduces the frequency, rate, or extent of heterotypic cell-cell adhesion."
"magenta",98,94,6,0.00126946459300695,1,5,0.0531914893617021,0.037593984962406,133,"GO:0042552","BP","myelination","The process in which myelin sheaths are formed and maintained around neurons. Oligodendrocytes in the brain and spinal cord and Schwann cells in the peripheral nervous system wrap axons with compact layers of their plasma membrane. Adjacent myelin segments are separated by a non-myelinated stretch of axon called a node of Ranvier."
"magenta",98,94,7,0.00135650202789583,1,5,0.0531914893617021,0.037037037037037,135,"GO:0008366","BP","axon ensheathment","Any process in which the axon of a neuron is insulated, and that insulation maintained, thereby preventing dispersion of the electrical signal."
"magenta",98,94,8,0.00157744530734405,1,2,0.0212765957446809,0.2,10,"GO:0070586","BP","cell-cell adhesion involved in gastrulation","The attachment of one cell to another cell affecting gastrulation."
"magenta",98,94,9,0.00191614048503973,1,5,0.0531914893617021,0.0342465753424658,146,"GO:0007568","BP","aging","A developmental process that is a deterioration and loss of function over time. Aging includes loss of functions such as resistance to disease, homeostasis, and fertility, as well as wear and tear. Aging includes cellular senescence, but is more inclusive. May precede death and may succeed developmental maturation (GO:0021700)."
"magenta",98,94,10,0.00192040809953168,1,2,0.0212765957446809,0.181818181818182,11,"GO:0048241","BP","epinephrine transport","The directed movement of epinephrine into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"magenta4",90,83,1,0.000174684412278207,1,9,0.108433734939759,0.023936170212766,376,"GO:0072594","BP","establishment of protein localization to organelle","The directed movement of a protein to a specific location on or in an organelle. Encompasses establishment of localization in the membrane or lumen of a membrane-bounded organelle."
"magenta4",90,83,2,0.000195019022921781,1,4,0.0481927710843374,0.0740740740740741,54,"GO:0000502","CC","proteasome complex","A large multisubunit complex which catalyzes protein degradation, found in eukaryotes, archaea and some bacteria. In eukaryotes, this complex consists of the barrel shaped proteasome core complex and one or two associated proteins or complexes that act in regulating entry into or exit from the core."
"magenta4",90,83,3,0.000205348984104072,1,13,0.156626506024096,0.0169050715214564,769,"GO:0006886","BP","intracellular protein transport","The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell."
"magenta4",90,83,4,0.000240645120022561,1,3,0.036144578313253,0.130434782608696,23,"GO:0022624","CC","proteasome accessory complex","A protein complex, that caps one or both ends of the proteasome core complex and regulates entry into, or exit from, the proteasome core complex."
"magenta4",90,83,5,0.000537010248251385,1,3,0.036144578313253,0.1,30,"GO:0071007","CC","U2-type catalytic step 2 spliceosome","A spliceosomal complex that contains the U2, U5 and U6 snRNPs bound to a splicing intermediate in which the first catalytic cleavage of the 5' splice site has occurred. The precise subunit composition differs significantly from that of the catalytic step 1, or activated, spliceosome, and includes many proteins in addition to those found in the U2, U5 and U6 snRNPs."
"magenta4",90,83,6,0.000559340544991206,1,4,0.0481927710843374,0.0563380281690141,71,"GO:1905369","CC","endopeptidase complex",NA
"magenta4",90,83,7,0.000654399042388847,1,4,0.0481927710843374,0.0540540540540541,74,"GO:1905897","BP","regulation of response to endoplasmic reticulum stress",NA
"magenta4",90,83,8,0.000772389700826539,1,2,0.0240963855421687,0.25,8,"GO:0032471","BP","negative regulation of endoplasmic reticulum calcium ion concentration","Any process that decreases the concentration of calcium ions in the endoplasmic reticulum."
"magenta4",90,83,9,0.0011692529076368,1,5,0.0602409638554217,0.0337837837837838,148,"GO:0006606","BP","protein import into nucleus","The directed movement of a protein from the cytoplasm to the nucleus."
"magenta4",90,83,10,0.00123275187987358,1,2,0.0240963855421687,0.2,10,"GO:0005049","MF","nuclear export signal receptor activity","Combining with a nuclear export signal (NES) on a cargo to be transported, to mediate transport of a the cargo through the nuclear pore, from the nuclear lumen to the cytoplasm. The cargo can be either a RNA or a protein."
"maroon",51,44,1,0.000347311763706076,1,2,0.0454545454545455,0.2,10,"GO:0016580","CC","Sin3 complex","A multiprotein complex that functions broadly in eukaryotic organisms as a transcriptional repressor of protein-coding genes, through the gene-specific deacetylation of histones. Amongst its subunits, the Sin3 complex contains Sin3-like proteins, and a number of core proteins that are shared with the NuRD complex (including histone deacetylases and histone binding proteins). The Sin3 complex does not directly bind DNA itself, but is targeted to specific genes through protein-protein interactions with DNA-binding proteins."
"maroon",51,44,2,0.000598764640634574,1,2,0.0454545454545455,0.153846153846154,13,"GO:0070822","CC","Sin3-type complex","Any of a number of evolutionarily conserved histone deacetylase complexes (HDACs) containing a core consisting of a paired amphipathic helix motif protein (e.g. Sin3p in S. cerevisiae, Pst1 in S. pombe or Sin3A in mammals) at least one class I histone deacetylase (e.g. Rpd3p in S. cerevisiae, Clr6 in S. pombe, or HDAC1 and HDAC2 in mammals), and at least one WD40 repeat protein (e.g. Ume1p in S. cerevisiae, Prw1 in S. pombe, or RbAp46 and RbAp48 in mammals). These complexes also contain a variable number of other proteins that direct histone binding, DNA binding, or add other functionality to the complex."
"maroon",51,44,3,0.000697302790172796,1,2,0.0454545454545455,0.142857142857143,14,"GO:0005847","CC","mRNA cleavage and polyadenylation specificity factor complex","A multisubunit complex that binds to the canonical AAUAAA hexamer and to U-rich upstream sequence elements on the pre-mRNA, thereby stimulating the otherwise weakly active and nonspecific polymerase to elongate efficiently RNAs containing a poly(A) signal."
"maroon",51,44,4,0.00109112064955235,1,10,0.227272727272727,0.00875656742556918,1142,"GO:0045892","BP","negative regulation of transcription, DNA-templated","Any process that stops, prevents, or reduces the frequency, rate or extent of cellular DNA-templated transcription."
"maroon",51,44,5,0.00110584663059408,1,10,0.227272727272727,0.00874125874125874,1144,"GO:1903507","BP","negative regulation of nucleic acid-templated transcription",NA
"maroon",51,44,6,0.0011207365188921,1,10,0.227272727272727,0.0087260034904014,1146,"GO:1902679","BP","negative regulation of RNA biosynthetic process",NA
"maroon",51,44,7,0.00116398320657176,1,2,0.0454545454545455,0.111111111111111,18,"GO:0006379","BP","mRNA cleavage","Any process in which a pre-mRNA or mRNA molecule is cleaved at specific sites or in a regulated manner."
"maroon",51,44,8,0.00116398320657176,1,2,0.0454545454545455,0.111111111111111,18,"GO:0005849","CC","mRNA cleavage factor complex","Any macromolecular complex involved in cleavage or polyadenylation of mRNA molecules."
"maroon",51,44,9,0.00177752531065126,1,3,0.0681818181818182,0.0352941176470588,85,"GO:0030316","BP","osteoclast differentiation","The process in which a relatively unspecialized monocyte acquires the specialized features of an osteoclast. An osteoclast is a specialized phagocytic cell associated with the absorption and removal of the mineralized matrix of bone tissue."
"maroon",51,44,10,0.00233438868653261,1,8,0.181818181818182,0.00943396226415094,848,"GO:0000122","BP","negative regulation of transcription by RNA polymerase II","Any process that stops, prevents, or reduces the frequency, rate or extent of transcription mediated by RNA polymerase II."
"mediumorchid",405,370,1,2.76461575997055e-05,0.51543496228891,151,0.408108108108108,0.031445231153686,4802,"GO:0005829","CC","cytosol","The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."
"mediumorchid",405,370,2,2.94451618400718e-05,0.548975597346298,60,0.162162162162162,0.0404585300067431,1483,"GO:0045184","BP","establishment of protein localization","The directed movement of a protein to a specific location."
"mediumorchid",405,370,3,3.16326124282682e-05,0.589758426112633,57,0.154054054054054,0.0410662824207493,1388,"GO:0015031","BP","protein transport","The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"mediumorchid",405,370,4,5.2995342388383e-05,0.988045163489012,18,0.0486486486486487,0.0692307692307692,260,"GO:0005770","CC","late endosome","A prelysosomal endocytic organelle differentiated from early endosomes by lower lumenal pH and different protein composition. Late endosomes are more spherical than early endosomes and are mostly juxtanuclear, being concentrated near the microtubule organizing center."
"mediumorchid",405,370,5,0.000111669791794245,1,67,0.181081081081081,0.0373675404350251,1793,"GO:0071705","BP","nitrogen compound transport","The directed movement of nitrogen-containing compounds into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"mediumorchid",405,370,6,0.000116303502095133,1,9,0.0243243243243243,0.1125,80,"GO:0030433","BP","ubiquitin-dependent ERAD pathway","The series of steps necessary to target endoplasmic reticulum (ER)-resident proteins for degradation by the cytoplasmic proteasome. Begins with recognition of the ER-resident protein, includes retrotranslocation (dislocation) of the protein from the ER to the cytosol, protein ubiquitination necessary for correct substrate transfer, transport of the protein to the proteasome, and ends with degradation of the protein by the cytoplasmic proteasome."
"mediumorchid",405,370,7,0.000157481632046857,1,10,0.027027027027027,0.0980392156862745,102,"GO:0036503","BP","ERAD pathway","The protein catabolic pathway which targets endoplasmic reticulum (ER)-resident proteins for degradation by the cytoplasmic proteasome. It begins with recognition of the ER-resident protein, includes retrotranslocation (dislocation) of the protein from the ER to the cytosol, protein modifications necessary for correct substrate transfer (e.g. ubiquitination), transport of the protein to the proteasome, and ends with degradation of the protein by the cytoplasmic proteasome."
"mediumorchid",405,370,8,0.000185853654157501,1,6,0.0162162162162162,0.166666666666667,36,"GO:0005484","MF","SNAP receptor activity","Acting as a marker to identify a membrane and interacting selectively with one or more SNAREs on another membrane to mediate membrane fusion."
"mediumorchid",405,370,9,0.000207134349850188,1,104,0.281081081081081,0.032797224850205,3171,"GO:0031090","CC","organelle membrane","A membrane that is one of the two lipid bilayers of an organelle envelope or the outermost membrane of single membrane bound organelle."
"mediumorchid",405,370,10,0.000248886861921095,1,8,0.0216216216216216,0.114285714285714,70,"GO:0033116","CC","endoplasmic reticulum-Golgi intermediate compartment membrane","The lipid bilayer surrounding any of the compartments of the endoplasmic reticulum (ER)-Golgi intermediate compartment system."
"mediumpurple2",140,126,1,1.6765708222441e-05,0.31257986409919,26,0.206349206349206,0.0197268588770865,1318,"GO:0006955","BP","immune response","Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."
"mediumpurple2",140,126,2,7.60877693268194e-05,1,12,0.0952380952380952,0.0308483290488432,389,"GO:0002250","BP","adaptive immune response","An immune response mediated by cells expressing specific receptors for antigen produced through a somatic diversification process, and allowing for an enhanced secondary response to subsequent exposures to the same antigen (immunological memory)."
"mediumpurple2",140,126,3,0.000194505687597948,1,2,0.0158730158730159,0.666666666666667,3,"GO:0038016","BP","insulin receptor internalization","A receptor-mediated endocytosis process that results in the movement of an insulin receptor from the plasma membrane to the inside of the cell."
"mediumpurple2",140,126,4,0.000274250332662871,1,5,0.0396825396825397,0.0704225352112676,71,"GO:0046425","BP","regulation of receptor signaling pathway via JAK-STAT","Any process that modulates the frequency, rate or extent of receptor signaling via JAK-STAT."
"mediumpurple2",140,126,5,0.000282372932884672,1,58,0.46031746031746,0.0120157447690077,4827,"GO:0071944","CC","cell periphery","The part of a cell encompassing the cell cortex, the plasma membrane, and any external encapsulating structures."
"mediumpurple2",140,126,6,0.000312332950132338,1,5,0.0396825396825397,0.0684931506849315,73,"GO:0043367","BP","CD4-positive, alpha-beta T cell differentiation","The process in which a relatively unspecialized T cell acquires specialized features of a mature CD4-positive, alpha-beta T cell."
"mediumpurple2",140,126,7,0.000347039666561142,1,23,0.182539682539683,0.0174506828528073,1318,"GO:0006952","BP","defense response","Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."
"mediumpurple2",140,126,8,0.000386943670922615,1,2,0.0158730158730159,0.5,4,"GO:0046338","BP","phosphatidylethanolamine catabolic process","The chemical reactions and pathways resulting in the breakdown of phosphatidylethanolamine, any of a class of glycerophospholipids in which a phosphatidyl group is esterified to the hydroxyl group of ethanolamine."
"mediumpurple2",140,126,9,0.000386943670922615,1,2,0.0158730158730159,0.5,4,"GO:0033256","CC","I-kappaB/NF-kappaB complex","A protein complex containing an inhibitory-kappaB (I-kappaB/IKB) protein and one or more copies of an NF-kappaB protein. In the resting state, NF-kappaB dimers are bound to I-kappaB proteins, sequestering NF-kappaB in the cytoplasm."
"mediumpurple2",140,126,10,0.000502863405407571,1,7,0.0555555555555556,0.0406976744186047,172,"GO:0045637","BP","regulation of myeloid cell differentiation","Any process that modulates the frequency, rate or extent of myeloid cell differentiation."
"mediumpurple3",141,133,1,2.43408335526229e-06,0.04538105007551,3,0.0225563909774436,0.75,4,"GO:0004971","MF","AMPA glutamate receptor activity","An ionotropic glutamate receptor activity that exhibits fast gating by glutamate and acts by opening a cation channel permeable to sodium, potassium, and, in the absence of a GluR2 subunit, calcium."
"mediumpurple3",141,133,2,8.77403672717914e-06,0.163583140741528,7,0.0526315789473684,0.0813953488372093,86,"GO:0098839","CC","postsynaptic density membrane","The membrane component of the postsynaptic density. This is the region of the postsynaptic membrane in which the population of neurotransmitter receptors involved in synaptic transmission are concentrated."
"mediumpurple3",141,133,3,2.89078007490579e-05,0.538957037165435,12,0.0902255639097744,0.036036036036036,333,"GO:0098984","CC","neuron to neuron synapse","A synapse in which pre and post-synaptic cells are neurons."
"mediumpurple3",141,133,4,3.43565501004469e-05,0.640543520072732,19,0.142857142857143,0.0244215938303342,778,"GO:0036477","CC","somatodendritic compartment","The region of a neuron that includes the cell body (cell soma) and dendrite(s), but excludes the axon."
"mediumpurple3",141,133,5,5.20930498245526e-05,0.971222820928958,7,0.0526315789473684,0.0619469026548673,113,"GO:0099634","CC","postsynaptic specialization membrane","The membrane component of the postsynaptic specialization. This is the region of the postsynaptic membrane in which the population of neurotransmitter receptors involved in synaptic transmission are concentrated."
"mediumpurple3",141,133,6,5.41888207894558e-05,1,5,0.037593984962406,0.104166666666667,48,"GO:0021872","BP","forebrain generation of neurons","The process in which nerve cells are generated in the forebrain. This includes the production of neuroblasts from and their differentiation into neurons."
"mediumpurple3",141,133,7,6.10288344317857e-05,1,8,0.0601503759398496,0.0509554140127389,157,"GO:0021953","BP","central nervous system neuron differentiation","The process in which a relatively unspecialized cell acquires specialized features of a neuron whose cell body resides in the central nervous system."
"mediumpurple3",141,133,8,6.25076054916536e-05,1,11,0.0827067669172932,0.0360655737704918,305,"GO:0014069","CC","postsynaptic density","An electron dense network of proteins within and adjacent to the postsynaptic membrane of an asymmetric, neuron-neuron synapse. Its major components include neurotransmitter receptors and the proteins that spatially and functionally organize them such as anchoring and scaffolding molecules, signaling enzymes and cytoskeletal components."
"mediumpurple3",141,133,9,7.23139646665122e-05,1,11,0.0827067669172932,0.0354838709677419,310,"GO:0032279","CC","asymmetric synapse","A type of synapse occurring between an axon and a dendritic spine or dendritic shaft. Asymmetric synapses, the most abundant synapse type in the central nervous system, involve axons that contain predominantly spherical vesicles and contain a thickened postsynaptic density.  Most or all synapses of this type are excitatory."
"mediumpurple3",141,133,10,7.26560959689524e-05,1,2,0.0150375939849624,1,2,"GO:0061104","BP","adrenal chromaffin cell differentiation","The process in which a relatively unspecialized cell acquires specialized structural and/or functional features of an adrenal chromaffin cell. An adrenal chromaffin cell is a neuroendocrine cell that stores epinephrine secretory vesicles."
"midnightblue",112,94,1,0.000534176314748822,1,2,0.0212765957446809,0.333333333333333,6,"GO:0015677","BP","copper ion import","The directed movement of copper ions into a cell or organelle."
"midnightblue",112,94,2,0.000534176314748822,1,2,0.0212765957446809,0.333333333333333,6,"GO:0035434","BP","copper ion transmembrane transport","The directed movement of copper cation across a membrane."
"midnightblue",112,94,3,0.000534176314748822,1,2,0.0212765957446809,0.333333333333333,6,"GO:1905150","BP","regulation of voltage-gated sodium channel activity",NA
"midnightblue",112,94,4,0.000534176314748822,1,2,0.0212765957446809,0.333333333333333,6,"GO:0005042","MF","netrin receptor activity","Combining with a netrin signal and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity."
"midnightblue",112,94,5,0.000744901091362909,1,2,0.0212765957446809,0.285714285714286,7,"GO:0099026","CC","anchored component of presynaptic membrane","The component of the presynaptic membrane consisting of the gene products that are tethered to the membrane only by a covalently attached anchor, such as a lipid group that is embedded in the membrane. Gene products with peptide sequences that are embedded in the membrane are excluded from this grouping."
"midnightblue",112,94,6,0.000759621028778347,1,4,0.0425531914893617,0.0588235294117647,68,"GO:0019226","BP","transmission of nerve impulse","The neurological system process in which a signal is transmitted through the nervous system by a combination of action potential propagation and synaptic transmission."
"midnightblue",112,94,7,0.000951656460577181,1,44,0.468085106382979,0.00911539258338512,4827,"GO:0071944","CC","cell periphery","The part of a cell encompassing the cell cortex, the plasma membrane, and any external encapsulating structures."
"midnightblue",112,94,8,0.000989291020322753,1,2,0.0212765957446809,0.25,8,"GO:0038007","BP","netrin-activated signaling pathway","A series of molecular events initiated by the binding of a netrin protein to a receptor on the surface of the target cell, and ending with regulation of a downstream cellular process, e.g. transcription. Netrins can act as chemoattractant signals for some cells and chemorepellent signals for others. Netrins also have roles outside of cell and axon guidance."
"midnightblue",112,94,9,0.0010243532397034,1,3,0.0319148936170213,0.0909090909090909,33,"GO:0019228","BP","neuronal action potential","An action potential that occurs in a neuron."
"midnightblue",112,94,10,0.00192040809953168,1,2,0.0212765957446809,0.181818181818182,11,"GO:1903817","BP","negative regulation of voltage-gated potassium channel activity",NA
"navajowhite1",668,626,1,1.72554063257497e-54,3.21709795537277e-50,235,0.375399361022364,0.1126018207954,2087,"GO:0002376","BP","immune system process","Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."
"navajowhite1",668,626,2,3.22615979619774e-54,6.01485232403106e-50,183,0.292332268370607,0.138846737481032,1318,"GO:0006955","BP","immune response","Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."
"navajowhite1",668,626,3,2.05324893016811e-45,3.82807730540542e-41,170,0.271565495207668,0.128983308042489,1318,"GO:0006952","BP","defense response","Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."
"navajowhite1",668,626,4,1.23890711126944e-36,2.30981841825074e-32,108,0.172523961661342,0.160714285714286,672,"GO:0006954","BP","inflammatory response","The immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents. The process is characterized by local vasodilation, extravasation of plasma into intercellular spaces and accumulation of white blood cells and macrophages."
"navajowhite1",668,626,5,7.91421923405579e-35,1.47552703399736e-30,138,0.220447284345048,0.125340599455041,1101,"GO:0051707","BP","response to other organism","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from another living organism."
"navajowhite1",668,626,6,1.06715857805204e-34,1.98961045292023e-30,138,0.220447284345048,0.125,1104,"GO:0043207","BP","response to external biotic stimulus","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external biotic stimulus, an external stimulus caused by, or produced by living things."
"navajowhite1",668,626,7,1.70483739794321e-34,3.17849884472532e-30,48,0.0766773162939297,0.380952380952381,126,"GO:0140375","MF","immune receptor activity",NA
"navajowhite1",668,626,8,1.03511619546572e-33,1.92987063482629e-29,146,0.233226837060703,0.117363344051447,1244,"GO:0044419","BP","biological process involved in interspecies interaction between organisms","Any process evolved to enable an interaction with an organism of a different species."
"navajowhite1",668,626,9,5.25025294874906e-33,9.78857159764775e-29,141,0.225239616613419,0.118686868686869,1188,"GO:0002682","BP","regulation of immune system process","Any process that modulates the frequency, rate, or extent of an immune system process."
"navajowhite1",668,626,10,6.28630663389343e-32,1.17201900882309e-27,108,0.172523961661342,0.142857142857143,756,"GO:0002684","BP","positive regulation of immune system process","Any process that activates or increases the frequency, rate, or extent of an immune system process."
"navajowhite2",186,167,1,1.02275028595122e-09,1.90681563312746e-05,40,0.239520958083832,0.0304645849200305,1313,"GO:0055085","BP","transmembrane transport","The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other."
"navajowhite2",186,167,2,1.69666151958484e-09,3.16325573711398e-05,40,0.239520958083832,0.029940119760479,1336,"GO:0006811","BP","ion transport","The directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"navajowhite2",186,167,3,2.32203696787319e-09,4.32920572290277e-05,80,0.479041916167665,0.0193986420950533,4124,"GO:0016021","CC","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"navajowhite2",186,167,4,4.55089714564258e-09,8.48469263833603e-05,81,0.48502994011976,0.0190140845070423,4260,"GO:0031224","CC","intrinsic component of membrane","The component of a membrane consisting of the gene products having some covalently attached portion, for example part of a peptide sequence or some other covalently attached group such as a GPI anchor, which spans or is embedded in one or both leaflets of the membrane."
"navajowhite2",186,167,5,9.28034457110696e-09,0.000173022744183718,32,0.191616766467066,0.033160621761658,965,"GO:0022857","MF","transmembrane transporter activity","Enables the transfer of a substance, usually a specific substance or a group of related substances, from one side of a membrane to the other."
"navajowhite2",186,167,6,2.71808417535313e-08,0.000506759613652837,33,0.197604790419162,0.0309859154929577,1065,"GO:0005215","MF","transporter activity","Enables the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells."
"navajowhite2",186,167,7,6.61569049279772e-08,0.00123342933547721,20,0.119760479041916,0.0449438202247191,445,"GO:0006820","BP","anion transport","The directed movement of anions, atoms or small molecules with a net negative charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"navajowhite2",186,167,8,9.52358425057963e-08,0.00177557704767807,26,0.155688622754491,0.0350404312668464,742,"GO:0015075","MF","ion transmembrane transporter activity","Enables the transfer of an ion from one side of a membrane to the other."
"navajowhite2",186,167,9,2.07947181378324e-07,0.00387696724961748,11,0.0658682634730539,0.082089552238806,134,"GO:0015081","MF","sodium ion transmembrane transporter activity","Enables the transfer of sodium ions (Na+) from one side of a membrane to the other."
"navajowhite2",186,167,10,2.60502743913728e-07,0.00485681315752755,11,0.0658682634730539,0.0802919708029197,137,"GO:1905039","BP","carboxylic acid transmembrane transport",NA
"orange",136,126,1,1.12926309971156e-06,0.0210539812310223,7,0.0555555555555556,0.104477611940299,67,"GO:0098982","CC","GABA-ergic synapse","A synapse that uses GABA as a neurotransmitter.  These synapses are typically inhibitory."
"orange",136,126,2,4.60418369502734e-06,0.0858404008100897,17,0.134920634920635,0.0292096219931271,582,"GO:0098794","CC","postsynapse","The part of a synapse that is part of the post-synaptic cell."
"orange",136,126,3,8.31675935339582e-06,0.155057661384712,7,0.0555555555555556,0.0777777777777778,90,"GO:0030594","MF","neurotransmitter receptor activity","Combining with a neurotransmitter and transmitting the signal to initiate a change in cell activity."
"orange",136,126,4,3.14925124399378e-05,0.587146401930201,12,0.0952380952380952,0.0338028169014084,355,"GO:0097060","CC","synaptic membrane","A specialized area of membrane on either the presynaptic or the postsynaptic side of a synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell."
"orange",136,126,5,4.90368912687802e-05,0.914243800815139,10,0.0793650793650794,0.0386100386100386,259,"GO:0045211","CC","postsynaptic membrane","A specialized area of membrane facing the presynaptic membrane on the tip of the nerve ending and separated from it by a minute cleft (the synaptic cleft). Neurotransmitters cross the synaptic cleft and transmit the signal to the postsynaptic membrane."
"orange",136,126,6,9.23025352083479e-05,1,12,0.0952380952380952,0.0302267002518892,397,"GO:0050808","BP","synapse organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)."
"orange",136,126,7,0.000123506012243877,1,5,0.0396825396825397,0.0833333333333333,60,"GO:1902476","BP","chloride transmembrane transport",NA
"orange",136,126,8,0.000177306659317904,1,3,0.0238095238095238,0.214285714285714,14,"GO:0005237","MF","inhibitory extracellular ligand-gated ion channel activity","Enables the transmembrane transfer of an ion by a channel that opens when a specific extracellular inhibitory ligand has been bound by the channel complex or one of its constituent parts. Inhibitory ligands, such as GABA or glycine, open chloride-selective channels."
"orange",136,126,9,0.000194418446672301,1,5,0.0396825396825397,0.0757575757575758,66,"GO:0005254","MF","chloride channel activity","Enables the facilitated diffusion of a chloride (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism."
